House,Address,Room,Floor,Age,Price
1775,Khandbari,3,1,4,5814
1776,Lahan,2,2,5,7655
1777,Tikapur,6,3,14,6091
1778,Siddharthanagar,6,2,12,19151
1779,Kohalpur,5,2,17,8560
1780,Itahari,3,1,13,27273
1781,Janakpur,4,3,10,11351
1782,Kankai,2,2,3,25515
1783,Urlabari,3,2,12,25664
1784,Belbari,2,3,4,7519
1785,Tikapur,4,1,16,20881
1786,Damak,3,2,13,10581
1787,Birtamod,6,2,5,22675
1788,Beldandi,4,3,19,26097
1789,Lahan,6,3,16,23705
1790,Tansen,4,3,20,13980
1791,Phidim,4,1,11,19412
1792,Phidim,3,3,6,20229
1793,Dharan,5,1,14,15093
1794,Gaur,6,2,18,29033
1795,Dharan,2,3,8,20799
1796,Kalaiya,4,3,18,21221
1797,Jaleswar,6,3,15,13465
1798,Urlabari,2,3,8,15633
1799,Beldandi,2,1,18,25493
1800,Siddharthanagar,5,2,13,19040
1801,Lahan,2,1,11,11116
1802,Kankai,5,2,3,15025
1803,Inaruwa,2,3,4,23586
1804,Bhadrapur,2,2,7,28224
1805,Dharan,4,3,14,23877
1806,Kohalpur,3,1,19,27335
1807,Kohalpur,2,1,12,13552
1808,Chainpur,4,3,6,25653
1809,Itahari,3,3,2,17578
1810,Kankai,2,3,8,12806
1811,Dharan,5,1,5,22964
1812,Damak,6,1,15,10096
1813,Itahari,4,2,19,13804
1814,Hetauda,2,3,6,22650
1815,Birtamod,2,1,20,25529
1816,Lalbandi,6,3,4,26870
1817,Rajbiraj,5,1,3,12616
1818,Dhulikhel,5,2,13,26623
1819,Birtamod,2,1,12,24921
1820,Dhangadhi,4,3,18,26299
1821,Rajbiraj,6,1,16,26835
1822,Mechinagar,5,1,8,22339
1823,Inaruwa,3,2,3,11014
1824,Kankai,4,3,20,26910
1825,Dhankuta,3,1,17,29964
1826,Mechinagar,4,3,10,22706
1827,Gauradaha,6,1,13,21025
1828,Damak,5,2,6,21330
1829,Mechinagar,5,1,14,28938
1830,Dhankuta,2,3,8,26389
1831,Lalbandi,3,3,13,25760
1832,Inaruwa,6,3,16,24240
1833,Gauradaha,3,3,13,27139
1834,Biratnagar,4,2,12,23876
1835,Bhadrapur,5,3,10,26558
1836,Bhadrapur,2,1,5,28499
1837,Dharan,6,2,5,22935
1838,Inaruwa,2,3,7,27156
1839,Lalbandi,4,3,15,25012
1840,Sauraha,4,2,13,21502
1841,Phidim,3,1,3,6752
1842,Bhadrapur,4,2,19,17076
1843,Attariya,6,2,7,12791
1844,Inaruwa,4,3,14,12844
1845,Kathari,4,2,14,12517
1846,Gauradaha,2,3,19,10352
1847,Inaruwa,2,3,5,20039
1848,Koshi,6,1,13,11736
1849,Lahan,5,2,17,6891
1850,Damak,2,1,18,8115
1851,Dhulikhel,6,2,17,26539
1852,Biratnagar,4,1,5,5245
1853,Damak,6,3,12,7942
1854,Inaruwa,3,3,17,14885
1855,Bhadrapur,3,1,12,18601
1856,Mechinagar,5,1,12,14495
1857,Gauradaha,6,2,4,7703
1858,Damak,3,2,2,8976
1859,Gulariya,6,2,4,14789
1860,Bhadrapur,6,2,6,20153
1861,Kohalpur,5,1,4,21429
1862,Kakarvitta,5,3,8,12168
1863,Kathari,6,2,16,12747
1864,Lahan,5,2,13,29208
1865,Itahari,3,3,10,24496
1866,Birgunj,3,3,12,29140
1867,Jaleswar,4,1,3,20002
1868,Birtamod,6,2,12,11144
1869,Itahari,2,1,13,29487
1870,Dhangadhi,2,2,18,26082
1871,Khadbari,3,3,12,7219
1872,Beldandi,5,3,11,24558
1873,Nepalganj,4,2,20,26465
1874,Phidim,5,1,2,13997
1875,Lalbandi,5,1,3,27364
1876,Dharan,6,2,8,21107
1877,Tikapur,3,3,13,6258
1878,Kankai,3,3,17,24931
1879,Dharan,4,2,19,11067
1880,Khandbari,3,3,4,8610
1881,Itahari,2,1,2,22500
1882,Kankai,2,3,17,19229
1883,Biratnagar,5,2,5,16223
1884,Dhankuta,3,1,11,14361
1885,Lahan,4,2,12,22614
1886,Mechinagar,2,1,15,15828
1887,Gulariya,4,1,6,5606
1888,Lahan,3,1,2,5620
1889,Bhimeshwar,5,2,20,22291
1890,Biratnagar,3,2,17,14901
1891,Itahari,3,1,6,11261
1892,Kamalamai,4,1,6,14597
1893,Pokhara,2,1,18,6446
1894,Kalaiya,5,1,4,21617
1895,Bhadrapur,3,2,14,18300
1896,Gauradaha,2,1,11,10371
1897,Kohalpur,5,2,12,5518
1898,Beldandi,2,2,8,12103
1899,Tikapur,3,2,7,16752
1900,Birgunj,3,3,7,24905
1901,Damak,4,1,19,14749
1902,Dharan,6,1,14,26647
1903,Phidim,4,3,8,17835
1904,Dhankuta,3,1,9,15882
1905,Kankai,6,1,7,11992
1906,Damak,4,3,15,29487
1907,Biratchowk,6,3,13,9177
1908,Tikapur,6,2,12,27967
1909,Inaruwa,6,1,19,5571
1910,Biratnagar,5,3,15,5852
1911,Kankai,6,2,3,5034
1912,Rajbiraj,2,1,15,12401
1913,Damak,4,2,7,25577
1914,Pokhara,6,1,9,25618
1915,Kankai,2,1,8,5320
1916,Inaruwa,3,1,18,5649
1917,Damak,3,1,6,18162
1918,Gulariya,2,1,20,9724
1919,Attariya,4,1,5,19424
1920,Gauradaha,4,1,2,11201
1921,Inaruwa,3,1,11,15217
1922,Lahan,3,1,14,22352
1923,Birtamod,6,2,5,11533
1924,Birtamod,5,2,19,13832
1925,Dhankuta,6,2,6,9560
1926,Urlabari,5,3,2,19613
1927,Attariya,2,2,14,16165
1928,Mechinagar,4,1,15,7435
1929,Gauradaha,4,3,17,10393
1930,Damak,5,2,17,16531
1931,Dharan,3,3,2,27188
1932,Biratnagar,4,1,5,21470
1933,Itahari,3,1,4,15733
1934,Pokhara,2,3,18,19317
1935,Birgunj,5,1,8,7502
1936,Malangwa,2,3,20,12673
1937,Gulariya,5,1,19,22135
1938,Inaruwa,2,3,17,14236
1939,Birtamod,2,3,18,6393
1940,Jaleswar,3,2,17,29928
1941,Biratnagar,5,3,14,19183
1942,Damak,5,3,11,15671
1943,Beldandi,4,1,7,28657
1944,Birgunj,2,1,6,19804
1945,Urlabari,5,1,4,6054
1946,Itahari,4,1,13,17323
1947,Biratnagar,2,1,9,19770
1948,Urlabari,6,1,3,29338
1949,Hetauda,4,3,10,9317
1950,Kankai,5,1,4,9977
1951,Inaruwa,2,2,11,8533
1952,Siddharthanagar,3,2,8,24248
1953,Gauradaha,2,1,20,9299
1954,Dharan,3,1,7,11478
1955,Kakarvitta,6,1,9,7134
1956,Jaleswar,6,2,19,12715
1957,Attariya,4,3,17,5522
1958,Malangwa,2,1,8,25076
1959,Beldandi,2,1,9,20001
1960,Gauradaha,2,1,16,21828
1961,Urlabari,3,3,12,11085
1962,Damak,3,2,17,10056
1963,Attariya,6,1,2,6755
1964,Dharan,3,2,10,28540
1965,Gulariya,6,1,4,22607
1966,Dhangadhi,6,3,14,23685
1967,Gauradaha,4,2,6,11584
1968,Pokhara,3,2,7,24490
1969,Lalbandi,6,3,13,27291
1970,Janakpur,3,1,8,23382
1971,Jaleswar,5,1,2,8291
1972,Itahari,5,3,11,14087
1973,Mechinagar,4,1,15,29162
1974,Sauraha,2,1,6,26500
1975,Urlabari,5,3,10,28394
1976,Urlabari,2,3,18,27881
1977,Phidim,6,2,14,8302
1978,Sauraha,3,3,19,11460
1979,Gurhewa,4,1,3,28488
1980,Rajbiraj,4,2,7,14102
1981,Kankai,4,1,10,21798
1982,Phidim,3,1,10,22334
1983,Urlabari,2,2,16,13320
1984,Dharan,3,2,7,18600
1985,Damak,3,2,7,26604
1986,Dharan,3,3,7,14629
1987,Kohalpur,2,2,9,26012
1988,Kohalpur,2,2,10,16068
1989,Phidim,5,2,11,11286
1990,Kankai,3,2,14,21933
1991,Itahari,3,3,12,26967
1992,Birtamod,5,2,11,12850
1993,Tikapur,3,1,9,7161
1994,Itahari,2,3,16,11618
1995,Itahari,6,1,13,11183
1996,Itahari,3,1,9,5835
1997,Itahari,3,3,4,20951
1998,Biratchowk,3,2,9,25327
1999,Kohalpur,2,1,4,28728
2000,Dharan,5,3,5,23499
2001,Dharan,4,1,18,8079
2002,Attariya,5,3,10,22533
2003,Tikapur,4,2,5,11064
2004,Sauraha,2,1,4,23591
2005,Dhangadhi,3,1,15,19920
2006,Narayangarh,3,2,5,28926
2007,Lalbandi,3,3,15,27303
2008,Siraha,3,3,4,26040
2009,Dhankuta,6,1,4,7816
2010,Bhadrapur,4,2,6,16130
2011,Tikapur,3,1,4,16837
2012,Tikapur,5,2,13,13786
2013,Gauradaha,5,2,20,7086
2014,Rajbiraj,5,2,2,12522
2015,Siddharthanagar,6,3,4,12695
2016,Attariya,4,1,11,20125
2017,Itahari,5,3,11,16859
2018,Lahan,5,3,6,19293
2019,Lalbandi,4,1,9,27804
2020,Kamalamai,3,2,6,11523
2021,Sauraha,4,1,3,20645
2022,Birtamod,6,3,3,6026
2023,Phidim,4,3,15,23786
2024,Gulariya,4,3,3,29468
2025,Itahari,4,2,14,22523
2026,Biratnagar,5,1,18,25484
2027,Pokhara,3,2,15,20747
2028,Gauradaha,2,3,7,17081
2029,Sauraha,5,3,9,5255
2030,Inaruwa,6,2,16,23130
2031,Dharan,6,1,14,8256
2032,Lahan,2,3,12,26529
2033,Lahan,5,2,8,23506
2034,Birgunj,2,2,20,21280
2035,Gaur,4,2,12,28175
2036,Tansen,2,1,18,26481
2037,Dharan,3,1,17,27071
2038,Birtamod,5,3,4,6133
2039,Damak,3,1,19,6294
2040,Rajbiraj,3,1,5,12526
2041,Kankai,3,3,3,8420
2042,Dharan,2,3,10,8283
2043,Dhangadhi,4,2,7,23675
2044,Beldandi,4,1,7,8927
2045,Dhangadhi,6,2,19,22905
2046,Phidim,3,1,2,27234
2047,Gauradaha,4,1,3,13641
2048,Kakarvitta,6,1,4,24831
2049,Malangwa,4,2,2,26124
2050,Dharan,5,2,2,23093
2051,Bhadrapur,4,1,12,7754
2052,Siddharthanagar,5,3,6,10755
2053,Dharan,2,1,2,23219
2054,Lalbandi,6,3,7,14457
2055,Kalaiya,5,3,15,27723
2056,Dharan,3,3,2,26822
2057,Dharan,3,1,19,29208
2058,Dhangadhi,6,1,14,13042
2059,Khandbari,3,1,16,25099
2060,Biratchowk,6,2,16,12167
2061,Dhangadhi,5,3,9,19579
2062,Birtamod,2,1,8,8648
2063,Kalaiya,3,3,18,7519
2064,Hetauda,3,3,5,9312
2065,Itahari,2,1,12,26905
2066,Dharan,2,3,20,6181
2067,Rajbiraj,5,2,14,27688
2068,Damak,6,2,18,28519
2069,Pokhara,6,3,16,22212
2070,Sauraha,2,2,9,24373
2071,Beldandi,4,3,7,23776
2072,Jaleswar,4,2,14,26890
2073,Gulariya,5,3,17,20740
2074,Dharan,2,1,15,5852
2075,Inaruwa,5,3,7,29112
2076,Itahari,6,2,2,5523
2077,Lahan,2,2,9,20949
2078,Dhangadhi,6,2,19,10091
2079,Damak,6,3,17,17175
2080,Attariya,2,3,9,12524
2081,Nepalganj,3,1,12,15603
2082,Rajbiraj,2,1,5,6020
2083,Rajbiraj,5,2,19,12502
2084,Dharan,5,1,3,12240
2085,Tikapur,3,1,6,7432
2086,Attariya,3,2,20,8776
2087,Biratnagar,5,1,4,29961
2088,Dhankuta,4,2,8,19825
2089,Dharan,6,2,5,24624
2090,Itahari,6,1,10,27904
2091,Birtamod,4,3,20,28862
2092,Khandbari,5,1,10,12617
2093,Attariya,3,2,19,20547
2094,Dhangadhi,3,3,13,6787
2095,Inaruwa,3,1,5,29312
2096,Birtamod,6,1,19,17584
2097,Chainpur,3,2,16,28434
2098,Siraha,3,3,3,5877
2099,Dhankuta,2,1,12,11945
2100,Dhulikhel,5,2,13,5812
2101,Biratnagar,3,3,4,24994
2102,Lahan,3,2,16,28439
2103,Biratnagar,6,2,18,15866
2104,Jaleswar,5,1,7,23675
2105,Kankai,6,2,8,6070
2106,Dhankuta,4,2,14,17917
2107,Phidim,2,3,6,6536
2108,Damak,3,3,8,16569
2109,Golbazar,5,2,16,18969
2110,Birtamod,5,3,4,27311
2111,Golbazar,4,2,6,19862
2112,Birgunj,2,1,9,29808
2113,Kohalpur,6,3,5,5170
2114,Jaleswar,5,2,3,26636
2115,Itahari,2,2,14,24371
2116,Sauraha,2,3,9,27684
2117,Bhojpur,6,2,7,21200
2118,Lalbandi,2,1,5,24954
2119,Inaruwa,2,1,15,9455
2120,Itahari,6,3,6,24525
2121,Dharan,4,1,14,24292
2122,Janakpur,2,3,20,20765
2123,Bhadrapur,2,1,18,11022
2124,Itahari,2,3,5,10753
2125,Birgunj,3,3,19,7260
2126,Damak,3,1,15,11231
2127,Biratnagar,6,2,13,19926
2128,Bhadrapur,2,1,3,10890
2129,Jaleswar,6,1,16,28388
2130,Sauraha,2,1,10,15281
2131,Ilam,6,3,9,11563
2132,Dharan,4,1,16,26987
2133,Rajbiraj,4,1,20,13084
2134,Bhadrapur,3,3,7,16426
2135,Siddharthanagar,2,3,3,15183
2136,Bhadrapur,5,3,3,8479
2137,Lalbandi,6,3,13,15341
2138,Lalbandi,4,3,13,5105
2139,Gauradaha,4,1,4,25288
2140,Dhulikhel,4,3,5,16735
2141,Sauraha,6,1,13,27876
2142,Bhadrapur,6,1,5,23427
2143,Gauradaha,3,1,20,28252
2144,Gurhewa,2,3,2,20807
2145,Damak,4,3,9,25980
2146,Gulariya,2,3,7,16918
2147,Bhadrapur,4,1,10,21350
2148,Kathari,3,1,4,18726
2149,Siraha,3,1,14,12655
2150,Lalbandi,3,1,11,28690
2151,Gurhewa,3,3,17,15090
2152,Kankai,6,3,20,20734
2153,Kalaiya,5,3,3,22447
2154,Beldandi,2,1,18,8578
2155,Damak,2,3,7,22094
2156,Dharan,4,3,12,8233
2157,Itahari,2,2,2,8907
2158,Kamalamai,5,3,17,6858
2159,Damak,3,3,11,27093
2160,Biratnagar,3,1,5,16732
2161,Sauraha,3,1,14,29886
2162,Itahari,3,2,10,8947
2163,Gulariya,3,1,12,25490
2164,Phidim,6,3,7,11165
2165,Kakarvitta,5,2,13,23169
2166,Itahari,6,3,9,18923
2167,Biratnagar,5,3,12,10770
2168,Jaleswar,5,2,6,7636
2169,Sauraha,6,3,11,18558
2170,Dhankuta,5,1,2,23217
2171,Jaleswar,5,2,5,6873
2172,Dhankuta,4,2,20,23538
2173,Koshi,3,2,2,25886
2174,Lalbandi,4,1,3,6259
2175,Narayangarh,3,3,13,23969
2176,Itahari,3,1,15,14468
2177,Belbari,5,1,17,29102
2178,Lalbandi,6,2,12,27549
2179,Bhadrapur,3,1,15,22250
2180,Birtamod,4,1,14,9666
2181,Damak,6,1,20,29948
2182,Attariya,4,1,14,17232
2183,Gaur,3,1,2,12714
2184,Gauradaha,6,3,18,21564
2185,Dharan,3,2,14,24720
2186,Inaruwa,6,1,9,27148
2187,Dharan,3,1,13,13063
2188,Siddharthanagar,2,2,14,9268
2189,Rajbiraj,3,1,10,20912
2190,Dharan,6,2,17,24283
2191,Beldandi,4,1,11,12198
2192,Attariya,5,3,12,24987
2193,Damak,6,1,18,11757
2194,Damak,3,1,2,27607
2195,Siddharthanagar,6,1,9,21929
2196,Dharan,5,3,13,27499
2197,Damak,6,3,12,19071
2198,Itahari,5,1,15,22428
2199,Phidim,5,2,17,8640
2200,Narayangarh,2,3,8,22472
2201,Lahan,5,2,13,24572
2202,Birtamod,5,2,6,20779
2203,Kankai,3,3,5,27605
2204,Beldandi,5,3,14,18084
2205,Tansen,3,1,2,14688
2206,Rajbiraj,5,3,12,16388
2207,Itahari,2,2,4,11044
2208,Damak,3,3,11,24655
2209,Bharatpur,5,2,17,7930
2210,Gauradaha,4,1,9,9925
2211,Dhulikhel,2,3,17,19441
2212,Sauraha,5,1,20,14848
2213,Jaleswar,2,1,14,23203
2214,Janakpur,5,3,12,26089
2215,Dhangadhi,6,3,13,25182
2216,Birgunj,6,1,18,5678
2217,Hetauda,4,1,10,28278
2218,Bhojpur,3,3,2,7646
2219,Itahari,5,3,20,15162
2220,Dhulikhel,4,3,5,10698
2221,Bhadrapur,2,1,2,7044
2222,Lalbandi,5,1,3,11220
2223,Kankai,6,2,11,24404
2224,Gaur,5,1,3,6257
2225,Lalbandi,6,2,10,18334
2226,Urlabari,4,2,13,22104
2227,Biratnagar,5,3,8,10863
2228,Malangwa,3,3,3,18138
2229,Beldandi,2,2,14,24436
2230,Tansen,5,3,7,24811
2231,Siraha,4,3,3,15778
2232,Kamalamai,6,3,17,6737
2233,Kankai,3,2,8,9297
2234,Gulariya,6,1,5,23325
2235,Inaruwa,5,3,13,21186
2236,Inaruwa,4,3,19,11505
2237,Inaruwa,3,3,16,15346
2238,Dharan,6,2,4,20861
2239,Pokhara,2,1,14,15595
2240,Bhadrapur,3,2,19,26354
2241,Dharan,5,1,8,23647
2242,Damak,4,2,20,7312
2243,Dhankuta,6,2,2,20162
2244,Biratnagar,2,1,16,18510
2245,Bhadrapur,5,1,16,6622
2246,Biratnagar,3,3,12,17770
2247,Kamalamai,3,1,4,24653
2248,Damak,5,2,20,29198
2249,Rajbiraj,4,2,10,23695
2250,Itahari,6,3,2,19488
2251,Gauradaha,3,1,18,7600
2252,Kathari,6,1,12,21337
2253,Damak,6,2,5,12401
2254,Janakpur,6,3,19,22201
2255,Bhimeshwar,6,2,19,22002
2256,Kankai,4,3,13,24541
2257,Siraha,4,3,15,25813
2258,Biratnagar,2,1,18,11633
2259,Hetauda,5,2,17,19686
2260,Narayangarh,2,3,7,12316
2261,Birtamod,4,3,18,26059
2262,Gauradaha,2,2,15,28685
2263,Bhojpur,4,3,19,27042
2264,Gaur,4,2,20,29745
2265,Dhankuta,6,3,10,11274
2266,Dhangadhi,4,2,9,22019
2267,Itahari,4,1,20,8409
2268,Lahan,6,3,20,6892
2269,Sauraha,2,2,9,7967
2270,Dhankuta,4,1,13,17194
2271,Bhadrapur,3,3,2,17129
2272,Pokhara,3,3,13,28228
2273,Kamalamai,3,2,2,20383
2274,Phidim,3,3,4,26660
2275,Dhangadhi,3,1,19,19556
2276,Inaruwa,3,3,19,23803
2277,Janakpur,3,1,5,21169
2278,Urlabari,5,3,12,7963
2279,Lalbandi,5,1,20,24378
2280,Biratnagar,2,1,15,5219
2281,Siraha,2,3,9,27082
2282,Lalbandi,5,3,20,27395
2283,Sauraha,4,2,18,15875
2284,Dharan,6,1,4,13995
2285,Biratnagar,2,3,12,5906
2286,Mechinagar,6,1,20,17232
2287,Lalbandi,3,3,20,12854
2288,Biratnagar,6,2,16,21871
2289,Dhulikhel,2,2,9,16094
2290,Kankai,5,2,12,8943
2291,Sauraha,2,3,14,16453
2292,Dharan,5,3,20,14963
2293,Gulariya,4,2,20,15618
2294,Dhangadhi,3,3,7,19244
2295,Beldandi,2,3,3,24474
2296,Inaruwa,5,1,4,17030
2297,Bhadrapur,4,3,2,10482
2298,Gauradaha,4,2,10,10769
2299,Sauraha,5,3,19,18307
2300,Beldandi,3,3,15,15813
2301,Attariya,4,3,3,24480
2302,Inaruwa,3,1,14,19229
2303,Beldandi,2,3,5,23425
2304,Bhadrapur,5,3,7,5891
2305,Rajbiraj,2,2,6,7451
2306,Gauradaha,6,1,5,6861
2307,Inaruwa,6,1,15,9261
2308,Dharan,6,1,7,26900
2309,Jaleswar,2,1,17,18895
2310,Tikapur,2,2,20,19793
2311,Attariya,3,3,13,13482
2312,Phidim,5,1,5,8474
2313,Birtamod,4,2,17,20005
2314,Tansen,4,2,13,19113
2315,Lalbandi,6,3,13,6522
2316,Itahari,5,1,10,8120
2317,Gauradaha,3,1,19,10904
2318,Mechinagar,5,1,15,10599
2319,Kalaiya,3,1,14,24433
2320,Gurhewa,4,1,8,28597
2321,Gaur,3,1,3,13847
2322,Damak,5,1,3,13415
2323,Gauradaha,3,1,15,17854
2324,Kankai,3,1,6,12401
2325,Tansen,5,1,2,5187
2326,Attariya,2,3,18,15175
2327,Koshi,3,2,11,24695
2328,Siraha,2,3,18,27358
2329,Phidim,4,2,4,10405
2330,Kathari,6,3,5,16839
2331,Dharan,2,3,5,22140
2332,Damak,2,2,13,23857
2333,Gauradaha,2,3,16,5710
2334,Damak,4,3,9,12345
2335,Mechinagar,3,1,5,21580
2336,Beldandi,5,3,10,16015
2337,Siddharthanagar,3,1,17,8419
2338,Sauraha,6,1,4,9884
2339,Gaur,6,1,9,25975
2340,Bhimeshwar,2,1,20,19041
2341,Damak,4,3,15,28344
2342,Biratchowk,5,3,10,23234
2343,Pokhara,2,1,13,13650
2344,Phidim,6,2,4,27035
2345,Hetauda,4,2,15,15162
2346,Inaruwa,2,1,13,25235
2347,Bhojpur,5,2,7,21481
2348,Biratnagar,4,3,3,8355
2349,Gauradaha,6,1,5,15779
2350,Dhankuta,2,3,6,16520
2351,Itahari,5,1,18,29179
2352,Damak,2,2,19,29699
2353,Gauradaha,3,1,9,8145
2354,Bhadrapur,6,1,19,11673
2355,Beldandi,2,3,2,25226
2356,Ilam,5,1,6,13892
2357,Beldandi,3,1,2,14853
2358,Gaur,4,1,10,22459
2359,Bhadrapur,4,2,20,11913
2360,Lahan,5,1,8,25456
2361,Dhangadhi,6,3,7,9793
2362,Beldandi,3,2,15,6782
2363,Gauradaha,5,1,18,14829
2364,Biratnagar,2,3,6,19498
2365,Damak,5,1,5,9220
2366,Rajbiraj,3,2,16,10407
2367,Dharan,3,3,7,9580
2368,Attariya,2,2,20,26101
2369,Urlabari,6,1,3,21966
2370,Biratchowk,6,3,10,25616
2371,Dhangadhi,5,2,12,12830
2372,Dhangadhi,6,2,15,19165
2373,Attariya,2,3,11,19141
2374,Chainpur,3,2,15,12156
2375,Gauradaha,3,1,16,17180
2376,Beldandi,2,1,16,24752
2377,Damak,2,3,17,20973
2378,Itahari,3,1,10,22577
2379,Lalbandi,2,3,5,24137
2380,Dharan,3,3,6,28672
2381,Jaleswar,6,3,20,19663
2382,Kankai,4,1,12,23053
2383,Kalaiya,6,2,7,6814
2384,Gulariya,4,2,2,13299
2385,Mechinagar,2,3,16,27270
2386,Birgunj,3,2,15,18584
2387,Koshi,3,3,3,19107
2388,Dhangadhi,4,1,16,6405
2389,Dhangadhi,2,1,7,19080
2390,Gulariya,3,1,12,8645
2391,Mechinagar,6,3,6,19269
2392,Attariya,2,3,5,11327
2393,Kohalpur,4,2,7,21283
2394,Kankai,4,1,12,24785
2395,Lalbandi,5,2,2,9970
2396,Hetauda,4,1,19,24555
2397,Pokhara,3,1,9,27366
2398,Itahari,5,3,8,15506
2399,Dharan,6,1,5,16848
2400,Biratnagar,5,2,3,16335
2401,Urlabari,5,1,7,16435
2402,Golbazar,2,3,17,24159
2403,Janakpur,3,3,19,27998
2404,Biratchowk,2,2,10,25188
2405,Dharan,4,1,16,23379
2406,Itahari,5,1,16,24348
2407,Lalbandi,3,1,2,17775
2408,Lahan,2,3,14,6996
2409,Dhulikhel,3,1,4,13230
2410,Gauradaha,5,1,9,16232
2411,Gulariya,3,1,10,19460
2412,Damak,2,3,18,29842
2413,Mechinagar,4,2,20,14988
2414,Mechinagar,6,2,7,15191
2415,Phidim,6,1,15,12643
2416,Birgunj,2,2,17,5497
2417,Phidim,3,1,3,5725
2418,Inaruwa,2,1,17,10261
2419,Gauradaha,3,3,11,5636
2420,Inaruwa,6,1,11,26684
2421,Inaruwa,5,2,11,19299
2422,Kalaiya,3,1,11,9504
2423,Mechinagar,4,3,20,9775
2424,Attariya,6,3,17,6154
2425,Birgunj,3,3,12,28740
2426,Bhojpur,2,1,7,8864
2427,Mechinagar,4,3,3,29453
2428,Biratnagar,2,1,20,20619
2429,Itahari,4,2,8,24195
2430,Kathari,4,1,6,13898
2431,Dharan,6,3,7,20025
2432,Dharan,2,1,17,22957
2433,Jaleswar,2,3,16,13605
2434,Birtamod,2,2,17,15727
2435,Bhadrapur,4,1,7,6560
2436,Beldandi,5,2,6,24906
2437,Dharan,2,3,18,13577
2438,Dhankuta,2,3,5,25033
2439,Lalbandi,6,1,18,18204
2440,Kankai,6,2,13,23482
2441,Dharan,2,2,17,21890
2442,Belbari,3,3,12,25587
2443,Damak,5,2,14,23655
2444,Gulariya,3,3,11,10978
2445,Inaruwa,2,3,16,28578
2446,Urlabari,5,1,15,6050
2447,Beldandi,3,2,16,8540
2448,Kamalamai,5,2,13,16832
2449,Narayangarh,2,3,9,6167
2450,Urlabari,5,1,2,14222
2451,Gurhewa,2,3,9,11417
2452,Siraha,2,3,11,28303
2453,Dhulikhel,6,3,15,26178
2454,Dhankuta,6,2,8,18955
2455,Chainpur,4,2,14,13048
2456,Damak,5,2,18,22215
2457,Itahari,3,3,4,12556
2458,Dhankuta,3,1,17,21670
2459,Dharan,6,1,8,16598
2460,Attariya,6,3,12,5553
2461,Gulariya,3,1,12,28886
2462,Rajbiraj,5,2,18,25473
2463,Sauraha,5,3,5,8745
2464,Phidim,3,1,7,19062
2465,Belbari,5,3,4,19681
2466,Dhankuta,6,3,12,20055
2467,Gulariya,4,1,4,18758
2468,Siddharthanagar,3,2,9,21999
2469,Sauraha,5,2,17,17658
2470,Dhulikhel,4,2,14,9160
2471,Beldandi,2,2,7,15923
2472,Birtamod,4,2,19,16937
2473,Siraha,6,3,16,23424
2474,Attariya,5,3,12,5617
2475,Gaur,3,3,17,16343
2476,Lalbandi,6,3,20,9057
2477,Mechinagar,2,3,17,5618
2478,Gauradaha,3,1,17,8222
2479,Sauraha,5,3,4,10909
2480,Itahari,2,3,15,16766
2481,Biratnagar,5,2,2,28454
2482,Damak,6,1,12,10428
2483,Kankai,2,2,20,20903
2484,Pokhara,6,3,3,10907
2485,Urlabari,2,3,7,14727
2486,Itahari,5,1,7,26424
2487,Dhankuta,4,1,20,24699
2488,Phidim,5,1,6,16061
2489,Dharan,2,2,20,13059
2490,Dhangadhi,4,2,11,11421
2491,Damak,5,3,4,28271
2492,Rajbiraj,3,3,4,7881
2493,Lahan,2,2,14,15604
2494,Inaruwa,3,3,7,14596
2495,Beldandi,3,2,16,16395
2496,Beldandi,6,3,7,5359
2497,Hetauda,4,3,7,17598
2498,Bhimeshwar,3,2,12,14255
2499,Dharan,5,1,2,10853
2500,Jaleswar,3,1,17,18225
2501,Gulariya,5,1,7,13360
2502,Dhangadhi,4,3,2,9895
2503,Chainpur,6,1,12,23911
2504,Chainpur,6,2,7,24772
2505,Lalbandi,2,3,3,11918
2506,Kankai,3,1,20,18431
2507,Attariya,2,1,14,19790
2508,Bhojpur,4,2,19,23516
2509,Damak,3,2,18,22572
2510,Itahari,4,2,15,6721
2511,Biratchowk,3,1,5,23952
2512,Kankai,5,3,13,21291
2513,Kankai,6,3,10,15872
2514,Dhangadhi,4,2,2,5698
2515,Dharan,6,1,13,11939
2516,Dharan,4,1,2,17962
2517,Tansen,5,1,20,11634
2518,Kankai,4,2,10,18929
2519,Phidim,2,3,12,26629
2520,Itahari,3,1,7,19770
2521,Biratnagar,2,3,16,9642
2522,Kohalpur,5,3,13,24497
2523,Kakarvitta,2,2,9,12144
2524,Lalbandi,5,2,8,10320
2525,Itahari,4,2,20,22571
2526,Birgunj,6,2,8,23686
2527,Hetauda,2,1,5,5049
2528,Attariya,4,3,2,21724
2529,Dhangadhi,2,1,13,22704
2530,Itahari,2,1,4,7545
2531,Bhadrapur,3,1,20,26207
2532,Mechinagar,4,3,8,17190
2533,Mechinagar,3,2,19,21197
2534,Lahan,2,3,14,26829
2535,Gurhewa,2,3,10,5887
2536,Dharan,6,2,18,17251
2537,Siddharthanagar,3,3,8,24983
2538,Phidim,2,3,19,12987
2539,Damak,6,2,9,29219
2540,Kalaiya,4,1,19,16279
2541,Nepalganj,5,2,18,21873
2542,Beldandi,5,3,16,14258
2543,Inaruwa,2,1,6,13751
2544,Dhangadhi,2,1,4,16944
